wav_filename,wav_filesize,transcript
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147965-0004.wav,93358,all <afternoon< he sat in the &dining room&.
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147965-0005.wav,277198,"at about <4:00 o'clock< |ivisitor| appeared mr |shmurda|, wearing his rabbit, skin cap and collar, and new mittens. his {wife{ had knitted."
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147965-0006.wav,282638,"he sat still and passive, his head resting against the back of the wooden rocking chair. his hands relaxed upon the arms."
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147965-0007.wav,242318,his face had a look of weariness and pleasure like that of sick people when they feel relief from pain.
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147965-0008.wav,176078,"he made the sign of the cross over me, put on his cap and went off in the dark."
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147966-0000.wav,356398,<the week< <following christmas< brought in a thaw and <by new years day< all the world about &us& was a broth of grey sl&us&h and the &guttered slope& between the &windmill& and the &barn& was running black water.
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147966-0001.wav,402158,"it was the :first: time mrs |shimerda| had been to our &house& and she ran about examining our (carpets( and (curtains( and (furniture(, all the while commenting upon them to her {daughter{ in an envious complaining tone."
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147966-0002.wav,133998,"your |mama i| said angrily, wants other peoples things."
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147966-0003.wav,83118,"for ambush, my |mama| come here."
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147966-0004.wav,155758,"but you see, a body never knows what traits poverty might bring out in him."
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147966-0005.wav,107118,they began to laugh boisterously when they saw me calling.
/mnt/c/Users/xianjian/Development/E2E/dataset/1993-147966-0006.wav,105358,"you've got a !birthday! present this time, |jim|, and no mistake."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0000.wav,288718,"she was <four years< older than i to be sure, and had seen more of the world, but i was a boy and she was a girl and i resented her protecting manner."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0001.wav,125678,this change came about from an adventure we had together.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0002.wav,282958,<one day< when i ^wrote^ over to the shimmered as i found |anthony| a starting off on foot for &russian peters house& to borrow a spade ambrosch needed.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0003.wav,186958,there had been another black frost the <night< before and the error was clear and |hedy|'s (wine(.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0004.wav,133518,it was on :one: of these gravel beds that i met my adventure.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0005.wav,210798,i world round and there on :one: of those dry gravel beds was the biggest snake i had ever seen.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0006.wav,106158,"i know i'm just awful, |jim|. i was so scared."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0007.wav,147278,i never know you was so brave |jim|. she went on comfortingly.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0008.wav,198798,a faint fetid smell came from him in a thread of green liquid used from his crushed head.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0009.wav,112078,"look |tony|, that's his poison, i said."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0010.wav,306798,"i explained to |antonia| how this meant that he was :24 years old:, that he must have been there when white men :first: came laugh done from &buffalo& and indian times."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0011.wav,140238,we decided that |antonia| should ride dude home and i would walk.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0012.wav,136238,i followed with this paid over my shoulder dragging my snake.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0013.wav,85678,auto focus was the :first: :one: we met.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0014.wav,142960,he could stand right up and talk to you. he could did he fight hard.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0015.wav,49998,auto winked at me.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147960-0016.wav,156718,a snake of its size in fighting trim would be more than any boy could handle.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0000.wav,482318,|peter| told his troubles to mr |shimerda|.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0001.wav,141358,|peter| could give no very clear account of his transactions with cutter.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0002.wav,223918,"she asked |peter| to wait a moment and when she came back from the &kitchen&, she brought a (bag( of (sandwiches( and (donuts( for us."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0003.wav,86318,we lay still and did not talk.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0004.wav,190958,"the &little house& on the &hillside&, with so much the color of the <night< that we could not see it as we came up the draw."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0005.wav,301518,"they made me think of defeated armies retreating, or of ghosts who were trying desperately to get in for shelter."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0006.wav,89518,i could not take my eyes off the man in the bed.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0007.wav,99278,the sharp smell of spirits went through the &room&.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0008.wav,136078,it seemed to me that he despised him for being so simple and docile.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0009.wav,92078,the sick man raged and shook his fists.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0010.wav,93198,he seemed to be cursing people who had wronged him.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0011.wav,183118,quickly it was covered with bright red spots. i thought i had never seen any blood so bright.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0012.wav,128878,"he lay patiently, fighting for breath like a child with croup."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0013.wav,159438,|anthony|'s {father{ uncovered :one: of his long bony legs and rubbed it rhythmically.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0014.wav,125518,from our bench so we could see what a hollow case his body was.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0015.wav,89198,gradually relief came to all of us.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0016.wav,104558,"without a word, |peter| got up and lit his lantern."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0017.wav,64398,mr |shimerda| went with him.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0018.wav,178958,"after the !ceremony! at the &church&, the party went to a dinner given by the {parents{ of the {bride{."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0019.wav,152718,the :first: house were taken up an echoed and with quickening repetitions.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0020.wav,116238,a black drove came up over the |hill| behind the !wedding party!.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0021.wav,348718,something happened to the hindmost sledge. the {driver{ lost control. he was probably very drunk. the horses left the road. the sledge was caught up in a clump of trees and overturned.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0022.wav,109358,the shrieks that followed made everybody sober.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0023.wav,137998,the road was clear and white and the grooms :three: blacks went like the wind.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0024.wav,121998,"there are only :three: (sledges( left, he whispered."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0025.wav,176878,and the |wolves pavel| asked.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0026.wav,92078,they were within a few :miles: of their village <now<.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0027.wav,92078,yes.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0028.wav,86638,<2030< enough.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0029.wav,119438,<now< his middle horse was being almost dragged by the other :two:.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0030.wav,123278,|pavel| knocked him over the side of the sledge and through the girl after him.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0031.wav,113678,|peter| crouching in the front seats i nothing.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0032.wav,443598,the :first: thing either of them noticed was a new sound that broke into the clean air louder than they.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0033.wav,62318,they were run out of their &village&.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0034.wav,89838,"wherever they went, the story followed them."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0035.wav,174318,"they worked in &chicago&, &des moines&, &fort wayne&, but they were always unfortunate."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0036.wav,143438,during the !auction! he went about with his head down and never lifted his eyes.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0037.wav,154798,everyone said |peter kiss| the cow before she was led away by her new {owner{.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0038.wav,150958,the loss of his :two: {friends{ had a depressing effect upon old mr |shimerda|.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0039.wav,171278,"when he was out hunting, he used to go into the empty &log house& and sit there, brooding."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-147961-0040.wav,158158,this &cabin& was his &hermitage& <until the winter< snows penned him in his &cave&.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0000.wav,252078,"throughout this century, the power of the &church& was constantly on the increase and is visible in many important changes."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0001.wav,533518,the {ancestors{ of the present pretendre congo surnamedb the squint eyed.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0002.wav,298958,it is pretty clear also that the last rally of |druidism| against christianity took place behind his banner on the plane of |moira|.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0003.wav,205358,the {poets{ of succeeding ages have dwelt much in detail on the occurrences of this memorable day.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0004.wav,234958,"like the :two: {kings{ of &sparta&, they ruined jointly dividing between them, the {laborers{ and cares of state."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0005.wav,769038,"it was the season when the ancient sun god had been accustomed to receive his <annual< oblations, and we can well believe that those whose hearts still trembled at the name of |bell| must have connected the eclipse and the plague with the revolution in the national worship and the overthrow of the ancient gods on that plane of prostration, where they had so long received the homage of an entire people."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0006.wav,246798,"lastly, the ~royal brothers~ fell themselves {victims{ to the epidemic, which so sadly signalize is there rain."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0007.wav,414158,the only conflicts that occur dawn irish soil with a pictish or an anglo saxon force. if we accept those who formed a contingent of ~kangals army~ at &moira& a curd in the time of the hospitable. |finn octa|.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0008.wav,213358,"as leading to the mention of other interesting events, we must set this in rd clearly before the {reader{."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0009.wav,554318,the {saxons{ of &kent& and the southern kingdoms generally were converted by {missionaries{ from &france& or &rome& or {native preachers{ of the :first: or :second: christian generation.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0010.wav,243278,"the kingdom of &northumbria&, as the name implies, embrace nearly all the country from the &humber& to the &pictish border&."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0011.wav,334958,"the barren rock about :3 miles: in length, was covered with the monastic &buildings&, and its &cemetery& was already adorned with the &tombs of saints and kings&."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0012.wav,327438,<now< every {missionary{ that ever went out from |iona| had taught that to reduce {christians{ to slavery was wholly inconsistent with a belief in the doctrines of the gospel.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0013.wav,655118,"while the liberated {exiles{ rejoiced on the plane of mif, the tent of the &abbot of iona& was pitched on the wrath of |tara| of fact, which would seem to indicate that already in little more than a century since the interdict had fallen on it, the edifices which made so fine as show in the days of |patrick| were ruined in uninhabitable."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0014.wav,235278,so slow and {patient{ is the process by which christianity infuses itself into the social life of a converted people.
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0015.wav,272398,"here, the holy prelate of ferns met him and related a vision in which she had been instructed to demand the abolition of the impost."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0016.wav,210958,"the tribute was at this period, enormous. :15,000: head of cattle <annually<."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0017.wav,251438,"saint |moling| survived him <three years< and say to damnation, so intimately connected with his reign <10 years<."
/mnt/c/Users/xianjian/Development/E2E/dataset/2035-152373-0018.wav,192558,nothing could be more natural than such an assembly in such a place. at such a period.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0000.wav,70318,|kirk leatham| yeast
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0001.wav,68398,<1717<
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0002.wav,93358,to make good homemade (bread(.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0003.wav,66478,<1718<
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0004.wav,741678,"mode put the (flour( into a large earthenware bowl or deep pan, then with a strong metal or (wooden spoon(, hollow out the middle. but do not clear it entirely away from the bottom of the pan, as in that case the sponge or |levin| as it was formerly termed would stick to it, which it ought not to do."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0005.wav,1004078,"next, take either a large :tablespoon: full of (brewers yeast( which has been rendered solid by mixing it with plenty of cold water and letting it afterwards stand to settle for <a day< and <night<, or nearly an :ounce: of german yeast. put it into a large basin and proceed to mix it so that it shall be as smooth as (cream( with :three: quarter :pint: of warm ((milk(( and water, or with water only, though even a very little ((milk(( will much improve the (bread(."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0006.wav,468718,"look at it from time to time when it has been laid for nearly <an hour<, and when the yeast has risen and broken through the flower so that bubbles appear in it, you will know that it is ready to be made up into (dough(."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0007.wav,663758,then place the pan on a strong chair or |dresser| or table of convenient height. pour into the sponge the remainder of the warm (milk( and water. stir into it as much of the flowers you can with the spoon.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0008.wav,620238,turn it then onto a pasteboard or very clean |dresser| and with a large sharp (knife( divided in ::two::. make it up quickly into (loaves( and dispatch it to the (oven(. make :one: or ::two:: incisions across the top of the lowe's as they will rise more easilly. if this be d:one:.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0009.wav,109998,^illustration^ italian millet.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0010.wav,461198,|italian millet| or great indian millet is cultivated in &egypt& and &nubia& where it is called dura and is used as human food as well as for the fermentation of (beer(.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0011.wav,145038,it will grow on poor soils and is extremely ^productive^.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0012.wav,423758,"it has been introduced into &italy&, where they make a core spread from it and it is also employed in (pastry(, an (puddings(. they also use it for ^feeding^ horses and domestic fowls."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0013.wav,315438,"a yellow variety called (golden millet( is sold in the &grocery shops& for making (puddings(, and is very delicate and wholesome."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0015.wav,314958,"mode, boil the ((rice(( and water until it is quite tender. pour off the water and put the ((rice(( before it is cold to the flower."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0016.wav,113038,^illustration^ maize plant.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0017.wav,207598,maze next to (wheat( and (rice. maize( is the grain most used in the nourishment of man.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0019.wav,301038,some of the preparations of (maize flour( are very good and when partaking in ^moderation^ suitable food for almost everybody.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0020.wav,301518,"mode let the (tertarik acid( and (salt( be reduced to the finest possible (powder(, then mix them well with the flower."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0021.wav,196558,"(sour milk( or (buttermilk( may be used, but then a little less acid will be needed."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0024.wav,70798,<1724<
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0025.wav,929998,"when they are quite hot, divide them lengthwise into :three:. put some thin flakes of good butter between the slices. press the roles together and put them in the oven for <a minute< or :two:, but not longer. or the butter would oil. take them out of the oven. spread the butter equally over. divide the rolls in :half: and put them onto a very hot clean dish and send them instantly to table."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0027.wav,279438,never use new (bread( for making any kind of toast as it eats heavy and besides it is very extravagant.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0028.wav,365678,move it backwards and forwards until the (bread( is nicely colored. then turn it and toast the other side and do not place it so near the fire that it blackens.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0029.wav,155918,to make hot buttered toast <1726<.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0030.wav,385358,"a loaf of (household bread( about :two days old:. answers for making toast better than (cottage bread(, the latter not being a good shape and too crusty for the purpose."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0031.wav,535758,"cut as many nice even slices as may be required, rather more than :1/4 inch: in thickness and toast them before a very bright fire without allowing the (bread( to black and which spoils the appearance and flavor of all toast."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0032.wav,414158,|sawyer| recommends that each slice should be cut into pieces as soon as it is buttered and when all are ready that they should be piled lightly on the dish they are intended to be served on.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0033.wav,364398,"he says that by cutting through :four: or :five: slices at a time, all the (butter( is squeezed out of the upper :one:s, while the bottom :one: is swimming in fat liquid."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0034.wav,312238,"|muffins| and |crumpets| should always be served on separate dishes, and both toasted and served as expeditiously as possible."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0036.wav,119118,(plain buns <1729<(.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0037.wav,507918,"mode put the (flour( into a basin. mix the (sugar( well with it. make a hole in the center and stir in the yeast in (milk(, which should be lukewarm with enough of the flower to make it the thickness of cream."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0038.wav,144718,from :15: to <20 minutes< will be required to bake them nicely.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0039.wav,670478,"these (buns( may be varied by adding a few currants, (candied peel(, or (caraway seeds( to the other ingredients, and the above mixture. answers for hot cross (buns( by putting in a little ground allspice, and by pressing a :10: mold in the form of a cross in the center of the bun."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0040.wav,224558,sufficient to make :12: (buns seasonable( at anytime. (light buns(.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0041.wav,85198,^illustration^ buns.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0042.wav,135438,(victoria buns <1732<(.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0043.wav,672236,"mode whisk the (egg(. stir in the (sugar( and beat these ingredients well together. beat the (butter( to a (cream(. stir in the ground, (rice(, currants and candied peel, and as much (flour( as well. make it of such a consistency that it may be rolled into :7: or :8: balls."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0045.wav,228398,they should be kept in a closed (tin canister( in a dry place to preserve their crispness.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0046.wav,171438,"it is not cultivated in &england&, being principally confined to the east."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0047.wav,366798,"when we take into account that the {arabians{ are fonde of lizards, an locusts, as articles of food there cuisine altogether is scarcely attempting :one:."
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0048.wav,70478,<1734<
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0049.wav,91918,^illustration^ rusks
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0050.wav,247278,mode put the (milk( and (butter( into a (sauce pan( and keep shaking it round until the latter is melted.
/mnt/c/Users/xianjian/Development/E2E/dataset/2078-142845-0051.wav,331598,"when cold they should be put into (tin canisters( to keep them dry, and if intended for the cheese course, the sifted (sugar( should be omitted."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149214-0001.wav,223118,"in good faith, however, he is not sufficiently ^imaginative^ to flatter himself with the slightest hope of this kind."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149214-0002.wav,535918,"the {author{ has considered it hardly worth his while therefore relentlessly to impale the story with its moral, as with an (iron rod(, or rather as by sticking a pin through a butterfly."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149214-0003.wav,287916,"if permitted by the ^historical^ connection which those slight was essential to his plan, the {author{ would very willingly have avoided anything of this nature."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149214-0004.wav,487118,he trust not to be considered as unpardonably offending by laying out a street that infringes upon nobody's private rights and appropriating a lot of land which had no visible {owner{ and building a house of materials long and use for constructing castles in the air.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0000.wav,387118,"the &enclosure& had formerly been very extensive, but was <now< contracted with in small compass and hemmed about partly by high wooden fences and partly by the {outbuildings{ of &houses& that stood on another &st&."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0001.wav,633038,"the white double rose ||bush|| had evidently been propped up anew against the &house& since the commencement of the season and the pear tree and :three: damson trees, which, except the role of current ||bush||, is constituted the only varieties of fruit bore marks of the recent amputation of several superfluous or defective limbs."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0002.wav,512398,"there were also a few species of antique in hereditary |flowers| and know very flourishing condition, but scrupulously we did. as if some person, either out of love or ^|curiosity|^, had been anxious to bring them to such perfection as they were capable of attaining."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0003.wav,729998,<summer< squash is almost in their golden blossom cucumbers <now< evincing a tendency to spread away from the main stock and ramble far and wide.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0004.wav,231118,|phoebe| wondered who's |karen| toilet could have been that had planted these (vegetables( and kept the soil so clean and orderly.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0005.wav,290958,"|bees| too strange to say had thought it worth their while to come hither, possibly from the range of hives. besides some farmhouse :miles: away."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0007.wav,167758,"it <now< contained only |shawnta claire|, his :two: {wives{ and a solitaire |e chick| in."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0008.wav,284558,it was evident that the race had degenerated like many and noble race. besides inconsequence of :two: stricter watchfulness to keep it pure.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0009.wav,339278,"these feathered people had existed too long and their distinct variety of fact, of which the present {representatives{, judging by the lugubrious deportment, seemed to be aware."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0010.wav,446478,"they kept themselves alive, unquestionably inlayed <now< and then an egg and hatched a chick in not for any pleasure of their own, but that the world might not absolutely lose. what had once been so admirable a breed of fouls."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0011.wav,621838,"the distinguishing mark of the hens was the crest of lamentably scanty growth in these latter days, but so oddly and wickedly analogous to hep simplest urban that |phoebe| to the poignant distress of her conscience, but inevitably was led to fancy a general resemblance but weeks. these forlorn |bipeds| and her respectable {relative{."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0012.wav,479918,"the (chicken( crept through the tales of the |coop| and ran with some show of liveliness to her feet while |shawnta claire| in the ladies of his household regarded her with queer sidelong glances, and then croaked :one: to another, as if ^communicating^ their sage opinions of her character."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0013.wav,562318,"so wise as well as antique. was there aspect as to give color to the idea, not merely that they were the {descendants{ of a time honored race, but that they had existed in their individual capacity ever since the ~house of the :seven: gables~ was founded and were somehow mixed up with its destiny?"
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0014.wav,306638,"he held a hoe in his hand, and while |phoebe| was gone in quest of the crumbs had begun to busy himself with ^drawing^ up fresh earth about the roots of the (tomatoes(."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0015.wav,262158,"they have known me much longer, but never honor me with any familiarity, though hardly <a day< passes without my bringing them food."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0016.wav,240718,"{miss{ |hepzibah|, i suppose, will interweave the fact with her other traditions and set it down that the fouls know you to be a pension."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0018.wav,218638,i prefer to think and so would miss |hepzibah| that they recognize the family tone for you are a pension.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0019.wav,421838,my name is |phoebe. pension| said the girl with the manner of some reserve for she was aware that her new {acquaintance{ could be no other than the {daguerreotypist{ of whose lawless propensity's the old {maid{ had given her a disagreeable idea.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0020.wav,93838,i turn up the &earth& by a way of pastime.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0021.wav,106798,it is like a bandage over :one:'s eyes to come into it.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0022.wav,296558,"if you would permit me, said the {artist{, looking at |phoebe|, i should like to try whether the {daguerreotype{ can bring out disagreeable traits on a perfectly amiable face."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0023.wav,235758,"most of my {likenesses{ do look unamiable, but the very sufficient reason i fancy is because the originals or so."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0025.wav,328238,"while we give it credit only for depicting the nearest surface, it actually brings out the secret character with the truth that no {painter{ would ever venture. |appan| even could he detect it?"
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0026.wav,153998,yet the original wears to common eyes are very different ^expression^.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0027.wav,135918,he exhibited a daguerreotype miniature in a &morocco& case.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0028.wav,91438,|phoebe| merely glanced at it and gave it back.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0029.wav,178638,i can assure you that this is a modern face and :one: which you will very probably meet.
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0030.wav,259278,"the sun, as you see, tells quite another story and will not be coked out of it. after :half a dozen: {patient{ attempts on my part."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0031.wav,274638,"here we have the man sly, subtle hard |imperius| and with all cold as ice."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0033.wav,237998,"well, i don't wish to see it anymore. |observed phoebe| turning away her eyes. it is certainly very like the old portrait."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0035.wav,337676,is there nothing wild in the eye? continued holgrave so earnestly that embarrassed |phoebe|?
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0036.wav,202318,"it is nonsense, said |phoebe|, a little impatiently for us to talk about a picture which you have never seen."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0037.wav,154798,"since you are a {friend{ of my {cousin{ |hepzibah|'s, you should ask her to show you the picture."
/mnt/c/Users/xianjian/Development/E2E/dataset/2086-149220-0038.wav,139278,so we will be fellow {laborers{ somewhat on the community system.
